Depth,POINTID,pH_CaCl2,pH_H2O,EC,OC,CaCO3,P,N,K,OC (20-30 cm),CaCO3 (20-30 cm),Ox_Al,Ox_Fe,NUTS_0,NUTS_1,NUTS_2,NUTS_3,TH_LAT,TH_LONG,SURVEY_DATE,Elev,LC,LU,LC0_Desc,LC1_Desc,LU1_Desc,Depth_code,land_use_code,OC_Class,pH_Class,Fertility_Class,photo_path,photo_exists
0-20 cm,54522082,4.4,5.38,2.6,21.8,5.0,38.2,0.3,69.3,13.45,287.5,0.9,1.9,EL,EL5,EL52,EL526,40.92949194,23.44842284,20-05-18,133,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land,1,10,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\545\220\54522082E.jpg,True
0-20 cm,54562034,6.0,6.81,4.79,10.5,5.0,12.0,1.3,114.1,13.45,287.5,0.9,1.9,EL,EL5,EL52,EL527,40.49654447,23.40310498,15-05-18,387,B54,U111,Cropland,Mix of cereals,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\545\620\54562034E.jpg,True
0-20 cm,54581630,6.8,6.98,6.96,11.0,1.0,26.5,1.1,534.9,13.45,287.5,0.9,1.9,EL,EL6,EL65,EL653,36.89049479,22.71331547,9/7/2018,196,D10,U420,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use,1,22,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\545\816\54581630E.jpg,True
0-20 cm,54581652,5.8,6.39,15.09,98.2,5.0,16.7,6.0,355.6,13.45,287.5,0.9,1.9,EL,EL6,EL65,EL651,37.08730969,22.7494392,5/6/2018,1084,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,1,12,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\545\816\54581652E.jpg,True
0-20 cm,54581724,7.0,7.6,24.29,69.2,16.0,35.9,7.1,1437.0,13.45,287.5,0.9,1.9,EL,EL6,EL65,EL651,37.73092128,22.86972992,22-04-18,710,D20,U111,Shrubland,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\545\817\54581724E.jpg,True
0-20 cm,54581742,7.6,8.11,22.5,14.0,637.0,97.5,1.8,199.1,13.45,287.5,0.3,0.4,EL,EL6,EL65,EL652,37.89170312,22.90030649,5/4/2018,94,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\545\817\54581742E.jpg,True
0-20 cm,54581804,7.5,8.07,23.02,13.3,116.0,26.5,1.6,272.6,13.45,287.5,0.9,1.9,EL,EL6,EL64,EL641,38.44514062,23.00720715,22-07-18,96,E30,U111,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\545\818\54581804E.jpg,True
0-20 cm,54581828,7.8,8.39,16.96,14.4,200.0,26.5,1.1,286.0,13.45,287.5,0.9,1.9,EL,EL6,EL64,EL644,38.65922304,23.04925739,5/9/2018,54,B23,U111,Cropland,Other root crops,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\545\818\54581828E.jpg,True
0-20 cm,54581990,7.5,8.26,16.13,11.2,167.0,26.5,1.1,318.3,13.45,287.5,0.9,1.9,EL,EL5,EL52,EL527,40.10210505,23.34328045,18-05-18,85,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land,1,10,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\545\819\54581990E.jpg,True
0-20 cm,54601798,7.5,8.18,16.8,9.7,138.0,26.5,1.2,167.7,13.45,287.5,0.9,1.9,EL,EL6,EL64,EL641,38.38852879,23.0192662,22-07-18,97,F40,U111,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\546\017\54601798E.jpg,True
0-20 cm,54621810,7.5,8.03,37.24,61.4,481.0,15.7,5.1,115.8,13.45,287.5,0.9,1.9,EL,EL6,EL64,EL641,38.49249627,23.06277663,21-07-18,92,B52,U111,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\546\218\54621810E.jpg,True
0-20 cm,54621864,7.3,7.77,36.53,29.5,128.0,20.7,2.7,468.9,13.45,287.5,0.6,1.0,EL,EL6,EL64,EL642,38.97396454,23.1584526,19-10-18,34,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\546\218\54621864E.jpg,True
0-20 cm,54622128,4.7,5.33,9.47,4.9,3.0,26.5,0.6,67.3,13.45,287.5,0.9,1.9,EL,EL5,EL51,EL514,41.32180382,23.65555334,6/7/2018,1329,C32,U120,Woodland,Pine dominated mixed woodland,Forestry,1,12,Low,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\546\221\54622128E.jpg,True
0-20 cm,54641626,7.6,7.93,31.66,9.6,59.0,30.3,1.7,630.2,13.45,287.5,0.9,1.9,EL,EL6,EL65,EL653,36.84568996,22.77288111,6/6/2018,77,B76,U111,Cropland,Oranges,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\546\416\54641626E.jpg,True
0-20 cm,54661630,7.6,8.3,14.85,7.6,407.0,26.5,1.1,150.8,13.45,287.5,0.9,1.9,EL,EL6,EL65,EL653,36.87846079,22.8014917,4/6/2018,282,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\546\616\54661630E.jpg,True
0-20 cm,54662028,4.7,5.43,3.98,13.1,5.0,26.5,1.0,91.8,13.45,287.5,0.9,1.9,EL,EL5,EL52,EL527,40.42721629,23.50769361,23-07-18,884,C10,U120,Woodland,Broadleaved woodland,Forestry,1,12,Moderate,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\546\620\54662028E.jpg,True
0-20 cm,54681618,6.8,7.09,45.79,4.1,27.0,29.9,1.3,199.4,13.45,287.5,0.9,1.9,EL,EL6,EL65,EL653,36.76808161,22.80378914,6/6/2018,67,B75,U111,Cropland,Other fruit trees and berries,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\546\816\54681618E.jpg,True
0-20 cm,54681784,7.6,8.11,16.38,19.2,111.0,17.2,2.0,610.3,13.45,287.5,1.9,1.3,EL,EL6,EL64,EL641,38.25126439,23.08479889,22-10-18,195,B82,U111,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\546\817\54681784E.jpg,True
0-20 cm,54681982,7.5,8.43,16.27,3.6,105.0,26.5,0.6,141.5,13.45,287.5,0.9,1.9,EL,EL5,EL52,EL527,40.01504208,23.44359163,9/5/2018,113,E30,U370,Grassland,Spontaneously re-vegetated surfaces,Residential,1,20,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\546\819\54681982E.jpg,True
0-20 cm,54682090,7.4,8.2,19.3,9.1,14.0,26.5,1.2,198.4,13.45,287.5,0.9,1.9,EL,EL5,EL52,EL526,40.97473685,23.65100868,12/9/2018,50,E30,U111,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\546\820\54682090E.jpg,True
0-20 cm,54701620,7.2,7.72,14.17,28.7,5.0,26.5,2.7,294.9,13.45,287.5,0.9,1.9,EL,EL6,EL65,EL653,36.78295405,22.82908505,6/6/2018,333,D10,U420,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\547\016\54701620E.jpg,True
0-20 cm,54701800,7.5,7.6,78.9,20.6,563.0,56.1,2.9,390.0,13.45,287.5,0.9,1.9,EL,EL6,EL64,EL641,38.39089876,23.13531911,6/8/2018,99,B34,U111,Cropland,Cotton,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\547\018\54701800E.jpg,True
0-20 cm,54722012,7.1,7.74,18.46,25.4,14.0,68.5,2.7,321.8,13.45,287.5,0.9,1.9,EL,EL5,EL52,EL527,40.27536122,23.54661936,13-06-18,49,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\547\220\54722012E.jpg,True
0-20 cm,54742010,6.3,6.88,8.19,30.1,1.0,26.5,1.7,246.4,13.45,287.5,0.9,1.9,EL,EL5,EL52,EL527,40.25436303,23.56593068,13-06-18,105,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,1,12,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\547\420\54742010E.jpg,True
0-20 cm,54742096,7.5,8.14,17.58,6.6,20.0,26.5,0.8,193.7,13.45,287.5,0.9,1.9,EL,EL5,EL52,EL526,41.01822157,23.73298158,9/9/2018,149,F40,U111,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\547\420\54742096E.jpg,True
0-20 cm,54742132,6.6,6.82,13.25,6.8,5.0,52.9,1.0,172.1,13.45,287.5,0.8,1.7,EL,EL5,EL51,EL514,41.33766748,23.80457832,4/7/2018,616,B12,U111,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\547\421\54742132E.jpg,True
0-20 cm,54761624,7.2,7.84,15.24,22.7,14.0,26.5,2.4,449.0,13.45,287.5,2.7,1.2,EL,EL6,EL65,EL653,36.80963699,22.90172871,6/6/2018,112,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\547\616\54761624E.jpg,True
0-20 cm,54761732,6.4,6.67,24.6,122.1,2.0,22.5,5.0,629.6,13.45,287.5,0.9,1.9,EL,EL6,EL65,EL652,37.77477366,23.08416872,8/8/2018,402,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,1,12,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\547\617\54761732E.jpg,True
0-20 cm,54761828,7.5,8.26,16.77,15.7,496.0,26.5,1.6,243.2,13.45,287.5,1.1,0.9,EL,EL6,EL64,EL644,38.63120069,23.25258168,4/9/2018,257,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\547\618\54761828E.jpg,True
0-20 cm,54761846,7.1,7.45,27.6,78.0,245.0,17.2,3.5,576.2,13.45,287.5,0.9,1.9,EL,EL6,EL64,EL642,38.79162883,23.28483737,18-10-18,304,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,1,12,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\547\618\54761846E.jpg,True
0-20 cm,54762056,5.1,5.86,4.27,16.1,1.0,26.5,1.5,93.8,13.45,287.5,0.9,1.9,EL,EL5,EL52,EL522,40.65981767,23.67786166,22-05-18,94,C10,U120,Woodland,Broadleaved woodland,Forestry,1,12,Moderate,Neutral,Moderate,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\547\620\54762056E.jpg,True
0-20 cm,54781718,7.6,8.24,16.22,9.5,180.0,26.5,1.7,129.3,13.45,287.5,0.9,1.9,EL,EL6,EL65,EL651,37.64667545,23.08237881,16-10-18,266,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\547\817\54781718E.jpg,True
0-20 cm,54781758,7.4,7.64,33.2,51.5,151.0,16.7,3.0,813.2,13.45,287.5,0.9,1.9,EL,EL3,EL30,EL306,38.00375178,23.15157103,6/10/2018,387,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,1,12,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\547\817\54781758E.jpg,True
0-20 cm,54781870,7.3,7.98,16.04,30.9,60.0,26.5,2.0,166.8,13.45,287.5,0.9,2.3,EL,EL6,EL64,EL642,39.00229833,23.35089001,20-10-18,9,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\547\818\54781870E.jpg,True
0-20 cm,54782100,7.2,7.8,15.29,22.1,151.0,26.5,2.4,132.5,13.45,287.5,0.9,1.9,EL,EL5,EL52,EL526,41.04717025,23.78769811,19-05-18,308,E10,U111,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\547\821\54782100E.jpg,True
0-20 cm,54821766,7.7,8.17,30.32,53.8,395.0,176.9,3.7,1434.0,13.45,287.5,0.9,1.9,EL,EL3,EL30,EL306,38.06890207,23.21033968,25-09-18,148,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\548\217\54821766E.jpg,True
0-20 cm,54841792,7.5,8.24,12.87,14.0,575.0,26.5,1.3,179.6,13.45,287.5,0.9,1.9,EL,EL6,EL64,EL641,38.29767883,23.27862619,12/5/2018,340,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land,1,10,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\548\417\54841792E.jpg,True
0-20 cm,54841800,7.8,8.48,17.31,11.4,142.0,26.5,1.1,666.8,13.45,287.5,0.9,1.9,EL,EL6,EL64,EL641,38.36901321,23.29283468,8/10/2018,105,F40,U111,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\548\418\54841800E.jpg,True
0-20 cm,54842098,7.7,8.25,19.72,8.3,618.0,22.0,1.2,463.6,13.45,287.5,0.9,1.9,EL,EL5,EL52,EL526,41.01955174,23.85391187,8/9/2018,267,F40,U111,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\548\420\54842098E.jpg,True
0-20 cm,54862104,7.4,8.04,13.25,78.2,52.0,26.5,1.4,107.3,13.45,287.5,0.9,1.9,EL,EL5,EL52,EL526,41.06948324,23.88928781,1/6/2018,554,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\548\621\54862104E.jpg,True
0-20 cm,54881614,7.1,7.83,14.72,25.2,53.0,26.5,2.2,631.4,13.45,287.5,0.9,1.9,EL,EL6,EL65,EL653,36.70186578,23.01710867,11/5/2018,323,D20,U111,Shrubland,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\548\816\54881614E.jpg,True
0-20 cm,54881764,7.1,7.99,16.76,40.6,302.0,26.5,1.2,215.2,13.45,287.5,0.9,1.9,EL,EL3,EL30,EL306,38.04166749,23.27401343,25-09-18,220,C22,U420,Woodland,Pine dominated coniferous woodland,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\548\817\54881764E.jpg,True
0-20 cm,54881808,7.7,8.42,17.26,8.5,282.0,12.7,1.1,374.3,13.45,287.5,0.9,1.9,EL,EL6,EL64,EL641,38.43402981,23.35211938,8/10/2018,79,F40,U111,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\548\818\54881808E.jpg,True
0-20 cm,54882024,5.0,5.88,6.44,35.5,5.0,26.5,2.1,119.9,13.45,287.5,0.9,1.9,EL,EL5,EL52,EL527,40.35603191,23.7548862,14-06-18,177,D10,U420,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use,1,22,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\548\820\54882024E.jpg,True
0-20 cm,54882082,7.3,8.17,13.75,4.4,27.0,26.5,0.7,114.2,13.45,287.5,0.9,1.9,EL,EL5,EL52,EL526,40.87097545,23.86880943,9/9/2018,102,E30,U111,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\548\820\54882082E.jpg,True
0-20 cm,54882142,7.1,7.61,36.5,54.4,58.0,26.5,3.7,202.2,13.45,287.5,0.9,1.9,EL,EL5,EL51,EL514,41.40317279,23.98938334,9/6/2018,989,C32,U120,Woodland,Pine dominated mixed woodland,Forestry,1,12,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\548\821\54882142E.jpg,True
0-20 cm,54901768,7.7,8.2,17.83,36.4,302.0,36.4,3.4,824.3,13.45,287.5,0.9,1.9,EL,EL3,EL30,EL306,38.07420612,23.30346201,25-09-18,244,B82,U111,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\549\017\54901768E.jpg,True
0-20 cm,54921782,6.7,7.26,7.01,22.0,2.0,26.5,2.3,381.1,13.45,287.5,3.6,3.3,EL,EL3,EL30,EL306,38.1959103,23.35068987,18-09-18,645,D20,U420,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\549\217\54921782E.jpg,True
0-20 cm,54921794,7.5,8.09,14.87,7.7,10.0,26.5,0.7,278.7,13.45,287.5,0.9,1.9,EL,EL6,EL64,EL641,38.30290295,23.37207504,28-10-18,323,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,1,12,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\549\217\54921794E.jpg,True
0-20 cm,54942074,7.5,7.9,14.41,11.7,80.0,26.5,1.3,281.1,13.45,287.5,0.9,1.9,EL,EL5,EL51,EL515,40.79006441,23.92286571,13-06-18,123,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land,1,10,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\549\420\54942074E.jpg,True
0-20 cm,54961762,7.8,8.46,18.95,17.1,448.0,38.1,1.8,435.6,13.45,287.5,0.9,1.9,EL,EL3,EL30,EL306,38.01123536,23.36001859,1/10/2018,35,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\549\617\54961762E.jpg,True
0-20 cm,54961780,7.6,8.0,19.36,18.9,194.0,26.5,1.8,424.5,13.45,287.5,0.9,1.9,EL,EL3,EL30,EL306,38.17175292,23.39199518,18-09-18,373,F40,U111,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\549\617\54961780E.jpg,True
0-20 cm,54961790,7.5,8.29,12.58,15.6,88.0,28.6,1.6,739.2,13.45,287.5,0.9,1.9,EL,EL6,EL64,EL641,38.26090825,23.40985276,26-09-18,265,E30,U111,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\549\617\54961790E.jpg,True
0-20 cm,54962100,7.5,8.29,15.02,13.4,127.0,26.5,1.3,216.5,13.45,287.5,0.9,1.9,EL,EL5,EL52,EL526,41.01740331,23.99823908,8/9/2018,143,F40,U111,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\549\621\54962100E.jpg,True
0-20 cm,55001760,7.6,8.2,18.25,23.3,251.0,26.5,2.6,459.1,13.45,287.5,0.9,1.9,EL,EL3,EL30,EL306,37.98707226,23.4012194,1/10/2018,30,C22,U420,Woodland,Pine dominated coniferous woodland,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\550\017\55001760E.jpg,True
0-20 cm,55021774,7.4,7.87,16.75,48.7,10.0,26.5,5.2,119.3,13.45,287.5,0.9,1.9,EL,EL3,EL30,EL306,38.10873711,23.44853853,3/9/2018,306,D10,U420,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\550\217\55021774E.jpg,True
0-20 cm,55021800,7.6,8.12,27.38,11.0,237.0,36.0,1.1,313.6,13.45,287.5,0.9,1.1,EL,EL6,EL64,EL641,38.3404951,23.49522347,9/9/2018,246,B82,U111,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\550\218\55021800E.jpg,True
0-20 cm,55021804,7.6,7.89,19.4,10.4,273.0,17.3,1.3,529.4,13.45,287.5,0.9,1.9,EL,EL6,EL64,EL641,38.37614113,23.50244602,9/9/2018,231,E30,U111,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\550\218\55021804E.jpg,True
0-20 cm,55041806,7.5,7.94,18.62,63.4,29.0,26.5,2.2,300.4,13.45,287.5,0.9,1.9,EL,EL6,EL64,EL642,38.39076527,23.52855683,29-10-18,235,C22,U420,Woodland,Pine dominated coniferous woodland,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\550\418\55041806E.jpg,True
0-20 cm,55042104,7.4,7.71,51.87,12.8,80.0,18.1,1.7,217.4,13.45,287.5,0.9,1.9,EL,EL5,EL51,EL514,41.03949828,24.09986409,26-06-18,91,B34,U111,Cropland,Cotton,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\550\421\55042104E.jpg,True
0-20 cm,55061782,7.4,7.87,17.37,34.4,59.0,26.5,2.4,413.2,13.45,287.5,0.9,1.9,EL,EL6,EL64,EL641,38.17368049,23.50770829,5/10/2018,528,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,1,12,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\550\617\55061782E.jpg,True
0-20 cm,55061800,7.4,8.01,15.13,14.6,103.0,26.5,1.6,290.8,13.45,287.5,0.9,1.9,EL,EL6,EL64,EL641,38.3340998,23.54017853,26-09-18,178,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\550\618\55061800E.jpg,True
0-20 cm,55081804,7.6,8.09,16.02,15.7,123.0,26.5,1.4,352.2,13.45,287.5,0.9,1.9,EL,EL6,EL64,EL641,38.36653437,23.56990989,9/9/2018,130,D20,U420,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,1,22,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\550\818\55081804E.jpg,True
0-20 cm,55102078,7.0,7.52,16.91,41.6,58.0,22.1,2.5,177.4,13.45,287.5,0.9,1.9,EL,EL5,EL51,EL515,40.79886512,24.11729329,13-06-18,540,C33,U420,Woodland,Other mixed woodland,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\551\020\55102078E.jpg,True
0-20 cm,55121774,7.7,8.19,16.42,21.7,183.0,12.2,0.9,103.6,13.45,287.5,0.9,1.9,EL,EL3,EL30,EL306,38.0927732,23.56054551,19-07-18,68,E20,U415,Grassland,Grassland without tree/shrub cover,Other abandoned areas,1,16,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\551\217\55121774E.jpg,True
0-20 cm,55121832,6.8,7.23,21.3,23.8,2.0,26.5,2.0,535.2,13.45,287.5,0.8,2.5,EL,EL6,EL64,EL642,38.60948889,23.66613709,25-10-18,192,B74,U111,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\551\218\55121832E.jpg,True
0-20 cm,55141798,7.7,8.38,16.4,13.7,206.0,26.5,1.2,128.9,13.45,287.5,0.4,0.8,EL,EL6,EL64,EL641,38.30342804,23.6264252,7/9/2018,77,B51,U111,Cropland,Clovers,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\551\417\55141798E.jpg,True
0-20 cm,55162128,5.7,6.26,15.27,13.0,3.0,17.8,1.1,100.6,13.45,287.5,0.9,1.9,EL,EL5,EL51,EL514,41.23193913,24.28951855,13-07-18,853,C10,U120,Woodland,Broadleaved woodland,Forestry,1,12,Moderate,Neutral,Moderate,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\EL\551\621\55162128E.jpg,True
